"vendor","part_number","surface_index","radius_mm","thickness_mm","glass_name","glass_catalog","conic","aspheric_coeffs_json","clear_aperture_mm","surface_type","is_stop"
"ThorLabs","LF5961-E","1","86.21","4","CAF2","MISC",,,"12.7","STANDARD","1"
"ThorLabs","LF5961-E","2","41.44","-191.05465711463756",,,,,"12.7","STANDARD","0"
"ThorLabs","LF5961-E","3",,"0",,,,,"1","STANDARD","0"
"ThorLabs","LF5961-E1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF5961-E1","1","86.21272034551266","4","CAF2","MISC",,,"12.7","STANDARD","1"
"ThorLabs","LF5961-E1","2","41.44149336438132","-193.557992289",,,,,"12.7","STANDARD","0"
"ThorLabs","LF5961-E1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7053-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7053-F","1","20.96460531249687","4","ZNSE","NOT FOUND",,,"12.7","STANDARD","1"
"ThorLabs","LF7053-F","2","15.53378926515097","-58.91151928563264",,,,,"12.7","STANDARD","0"
"ThorLabs","LF7053-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7185-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7185-F","1","10.878998360185488","3","ZNSE","NOT FOUND",,,"6.35","STANDARD","1"
"ThorLabs","LF7185-F","2","7.645212939524425","-30.06873632037229",,,,,"6.35","STANDARD","0"
"ThorLabs","LF7185-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7321-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7321-F","1","57.69370555324281","4","ZNSE","NOT FOUND",,,"12.7","STANDARD","1"
"ThorLabs","LF7321-F","2","45.91561376039668","-188.85778168901984",,,,,"12.7","STANDARD","0"
"ThorLabs","LF7321-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7573-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7573-F","1","293.04815012780085","4","ZNSE","NOT FOUND",,,"12.7","STANDARD","1"
"ThorLabs","LF7573-F","2","240.47270807877644","-991.4106434440206",,,,,"12.7","STANDARD","0"
"ThorLabs","LF7573-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7589-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7589-F","1","219.57390748190673","4","ZNSE","NOT FOUND",,,"12.7","STANDARD","1"
"ThorLabs","LF7589-F","2","179.72608217728165","-741.1976218157997",,,,,"12.7","STANDARD","0"
"ThorLabs","LF7589-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7601-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7601-F","1","23","4","ZNSE","NOT FOUND",,,"12.7","STANDARD","1"
"ThorLabs","LF7601-F","2","15.56146840158784","-38.90048997343243",,,,,"12.7","STANDARD","0"
"ThorLabs","LF7601-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LF7639-F","0",,,,,,,,"STANDARD","0"
"ThorLabs","LF7639-F","1","146.09732003640292","4","ZNSE","NOT FOUND",,,"12.7","STANDARD","1"
"ThorLabs","LF7639-F","2","118.97742527870825","-490.7738209686132",,,,,"12.7","STANDARD","0"
"ThorLabs","LF7639-F","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1","1","13.120000000000001","4.72","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1014L1","2",,"21.03120494014",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1014L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1-A","1","13.120000000000001","4.72","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1014L1-A","2",,"21.03120494014",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1014L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1-B","1","13.120000000000001","4.72","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1014L1-B","2",,"21.03120494014",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1014L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1014L1-C","1","13.120000000000001","4.72","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1014L1-C","2",,"21.03120494014",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1014L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L1","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1-A","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L1-A","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1-B","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L1-B","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L1-C","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L1-C","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L2","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L2","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2-A","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L2-A","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L2-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2-B","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L2-B","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L2-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1054L2-C","1","39.070000000000064","5.12","N-BK7","SCHOTT","0",,"12.7","TOROIDAL","1"
"ThorLabs","LJ1054L2-C","2",,"71.31866623174",,,"0",,"12.7","TOROIDAL","0"
"ThorLabs","LJ1054L2-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L1","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1-A","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L1-A","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1-B","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L1-B","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L1-C","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L1-C","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L2","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L2","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2-A","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L2-A","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L2-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2-B","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L2-B","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L2-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1075L2-C","1","12.859999999999996","6.74","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1075L2-C","2",,"18.86450090845",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1075L2-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1","1","9.819999999999997","6.13","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1095L1","2",,"13.63799508608",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1095L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1-A","1","9.819999999999997","6.13","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1095L1-A","2",,"13.63799508608",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1095L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1-B","1","9.819999999999997","6.13","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1095L1-B","2",,"13.63799508608",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1095L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1095L1-C","1","9.819999999999997","6.13","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1095L1-C","2",,"13.63799508608",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1095L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L1","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1-A","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L1-A","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1-B","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L1-B","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L1-C","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L1-C","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L2","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L2","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2-A","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L2-A","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L2-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2-B","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L2-B","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L2-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1105L2-C","1","41.33999999999994","4.22","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1105L2-C","2",,"76.61024436106",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1105L2-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L1","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1-A","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L1-A","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1-B","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L1-B","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L1-C","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L1-C","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L2","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L2","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2-A","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L2-A","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L2-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2-B","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L2-B","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L2-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1125L2-C","1","20.670000000000012","4.57","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1125L2-C","2",,"36.00406208314",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1125L2-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L1","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1-A","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L1-A","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1-B","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L1-B","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L1-C","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L1-C","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L2","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L2","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2-A","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L2-A","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L2-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2-B","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L2-B","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L2-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144L2-C","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"15","TOROIDAL","1"
"ThorLabs","LJ1144L2-C","2",,"496.5642983205",,,"0",,"15","TOROIDAL","0"
"ThorLabs","LJ1144L2-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"11.7","TOROIDAL","1"
"ThorLabs","LJ1144RM","2",,"496.601238722",,,"0",,"11.7","TOROIDAL","0"
"ThorLabs","LJ1144RM","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM-A","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"11.7","TOROIDAL","1"
"ThorLabs","LJ1144RM-A","2",,"496.601238722",,,"0",,"11.7","TOROIDAL","0"
"ThorLabs","LJ1144RM-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM-B","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"11.7","TOROIDAL","1"
"ThorLabs","LJ1144RM-B","2",,"496.601238722",,,"0",,"11.7","TOROIDAL","0"
"ThorLabs","LJ1144RM-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1144RM-C","1","258.3999999999985","3.43","N-BK7","SCHOTT","0",,"11.7","TOROIDAL","1"
"ThorLabs","LJ1144RM-C","2",,"496.601238722",,,"0",,"11.7","TOROIDAL","0"
"ThorLabs","LJ1144RM-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1155L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1155L1-A","1","10.179999999999998","5.88","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1155L1-A","2",,"14.5516994771",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1155L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1155L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1155L1-B","1","10.179999999999998","5.88","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1155L1-B","2",,"14.5516994771",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1155L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1155L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1155L1-C","1","10.179999999999998","5.88","N-BK7","SCHOTT","0",,"8","TOROIDAL","1"
"ThorLabs","LJ1155L1-C","2",,"14.5516994771",,,"0",,"8","TOROIDAL","0"
"ThorLabs","LJ1155L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L1","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1-A","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L1-A","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1-B","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L1-B","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L1-C","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L1-C","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L1-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L2","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L2","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2-A","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L2-A","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L2-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2-B","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L2-B","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L2-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1212L2-C","1","15.499999999999991","5.65","N-BK7","SCHOTT","0",,"10","TOROIDAL","1"
"ThorLabs","LJ1212L2-C","2",,"24.97702339174",,,"0",,"10","TOROIDAL","0"
"ThorLabs","LJ1212L2-C","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1","1","3.2800000000000002","3.95","N-BK7","SCHOTT","0",,"3","TOROIDAL","1"
"ThorLabs","LJ1227L1","2",,"3.202196524139",,,"0",,"3","TOROIDAL","0"
"ThorLabs","LJ1227L1","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1-A","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1-A","1","3.2800000000000002","3.95","N-BK7","SCHOTT","0",,"3","TOROIDAL","1"
"ThorLabs","LJ1227L1-A","2",,"3.202196524139",,,"0",,"3","TOROIDAL","0"
"ThorLabs","LJ1227L1-A","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1-B","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1-B","1","3.2800000000000002","3.95","N-BK7","SCHOTT","0",,"3","TOROIDAL","1"
"ThorLabs","LJ1227L1-B","2",,"3.202196524139",,,"0",,"3","TOROIDAL","0"
"ThorLabs","LJ1227L1-B","3",,"0",,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1-C","0",,,,,,,,"STANDARD","0"
"ThorLabs","LJ1227L1-C","1","3.2800000000000002","3.95","N-BK7","SCHOTT","0",,"3","TOROIDAL","1"
